id	witness_a	witness_b	reviewed	portuguese	similarity	provisional_class	difference_summary
BOR-CORBO-HM001-u111	Boecodure pugeje, barogwa kododure, ocagodurepugeje. Boe enojagodure: gigi gigi gigi! Ure tuiebu. Oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kodoji, ure tugeragu joruji tu... Mugure tu je, dukejere icare ia imedu aregodure. Akore Itaregodure. Iwo itowarudore iroino. Akore Bokodoribaru (Bok Ec. Cob) imire iroino. Bokodoribaru imire itaregodure..	Boecodure pugeje, barogwa kododure, ocagodyrepugeje. Boe enojagodyre: gigi gigi gigi! Ure tuiebu. Oinore bai gigadure ba okwa ji! Ure tugeragu tugudawy kodoji, ure tugeragu joru ji ty... Mugure ty je, dykejere icare ia imedy aregodyre. Akore: Itaregodyre. Iwo itowarudore iroino. Akore: Bokodoribaru (Bok Ec. Cob) imire iroino. Bokodoribaru imire itaregodyre..		"Anoiteceu de novo. Ao amanhecer, ele assobiou de novo.
Os Bororos responderam Ð Gigi gigi gigi
Ele saiu, observou: tinha muita casa branquejando na beira da aldeia. 
Pegou sua esteira, pegou o fogo e, logo que sentou, chegou um outro homem dizendo. Eu cheguei. Eu vim para me esquentar.
E acrescentou: - Sou eu, Bokodoribaru78, que cheguei. Eu Bokodoribaru, cheguei."	0.925	orthographic/editorial	replace: [ocagodurepugeje.] -> [ocagodyrepugeje.] | replace: [enojagodure:] -> [enojagodyre:] | replace: [okwaji!] -> [okwa ji!] | replace: [tugudawu] -> [tugudawy] | replace: [joruji tu...] -> [joru ji ty...] | replace: [tu] -> [ty] | replace: [dukejere] -> [dykejere] | replace: [imedu aregodure. Akore Itaregodure.] -> [imedy aregodyre. Akore: Itaregodyre.]
BOR-CORBO-HM001-u112	Icare boecodure pugeje, barogwa kododure, ocagodure pugeje. Ure tuiebu: Oinore bai gigadure ba okwaji! Dukeje ia imedu aregodure, akore Itaregodu. Iwo itowarudore iroino. Akore Poruiepa (Bok Ec. Boiad.) imire iroino. Poruiepa imire itaregodure.	Icare boecodure pugeje, barogwa kododure, ocagodyre pugeje. Ure tuiebu: Oinore bai gigadure ba okwa ji! Dykeje ia imedy aregodyre, akore: Itaregody. Iwo itowarudore iroino. Akore: Poruiepa (Bok Ec. Boiad.) imire iroino. Poruiepa imire itaregodyre.		"Anoiteceu de novo. Ao amanhecer, ele assobiou de novo.
Os Bororos responderam Ð Gigi gigi gigi
Ele saiu. Tinha muita casa branquejando na beira da aldeia. 
Logo chegou um outro homem, dizendo: - Eu cheguei. Vim para me esquentar.
E acrescentou: - Sou eu, Poruiepa79, que cheguei. Eu Poruiepa, cheguei."	0.929	orthographic/editorial	replace: [ocagodure] -> [ocagodyre] | replace: [okwaji! Dukeje] -> [okwa ji! Dykeje] | replace: [imedu aregodure, akore Itaregodu.] -> [imedy aregodyre, akore: Itaregody.] | replace: [Akore] -> [Akore:] | replace: [itaregodure.] -> [itaregodyre.]
BOR-CORBO-HM001-u113	Boecodure pugeje, Barogwa kododure, ocagodure pugeje. A! Boe enojagodure pugeje: gigi gigi gigi! Ure tuiebu ta! Ure tugeragu tugudawu kodoji, joruji, ure baado. Ure jorugo, icare ia imedu aregodure.Akore Itaregodu. Iwo itowarudore iroino. Akore Barogo Bororo (Bok Ec. Boiad.) imire iroino. Barogo Bororo imire itaregodure.	Boecodure pugeje, Barogwa kododure, ocagodyre pugeje. A! Boe enojagodyre pugeje: gigi gigi gigi! Ure tuiebu ta! Ure tugeragu tugudawy kodoji, joru ji, ure baado. Ure jorugo, icare ia imedy aregodyre.Akore: Itaregody. Iwo itowarudore iroino.		"Anoiteceu de novo. Ao amanhecer, ele assobiou de novo.
Os Bororos responderam Ð Gigi gigi gigi
Ele saiu logo! Pegou sua esteira e o fogo e os colocou no lugar.
Quando estava avivando o fogo, chegou um outro homem dizendo: - Eu cheguei. Eu vim para me esquentar. 
E acrescentou: Sou eu, Barogo Bororo80, que cheguei. Eu Barogo Bororo cheguei."	0.801	substantive-or-segmentation	replace: [ocagodure] -> [ocagodyre] | replace: [enojagodure] -> [enojagodyre] | replace: [tugudawu] -> [tugudawy] | replace: [joruji,] -> [joru ji,] | replace: [imedu aregodure.Akore Itaregodu.] -> [imedy aregodyre.Akore: Itaregody.] | delete: [Akore Barogo Bororo (Bok Ec. Boiad.) imire iroino. Barogo Bororo imire itaregodure.] -> []
BOR-CORBO-HM001-u114	Boecodure pugeje, barogwa kododure, ocagodure. Boe enojagodure: gigi gigi gigi! Kodo kuri. Ure tuiebu. Aiwore: A! Oinore bai gigadure ba kwaji! Ure tugeragu tugudawu kodoji, ure tugeragu joruji, ure tugudawu kodo baado, ure jorugo tu.. Mugure tu...je, dukeje icare ia imedu aregodure. Akore Itaregodu! Iwo itowarudore iroino. Akore Baramere (Bok. Ec. upo kejewu) imire iroino. Baramere imire itaregodure.	Boecodure pugeje, barogwa kododure, ocagodyre. Boe enojagodyre: gigi gigi gigi! Kodo kuri. Ure tuiebu. Aiwore: A! Oinore bai gigadure ba kwaji! Ure tugeragu tugudawy kodoji, ure tugeragu joru ji, ure tugudawy kodo baado, ure jorugo tu.. Mugure ty...je, dykeje icare ia imedy aregodyre. Akore: Itaregody! Iwo itowarudore iroino. Akore: Baramere (Bok. Ec. upo kejewu) imire iroino. Baramere imire itaregodyre.		"Anoiteceu de novo. Ao amanhecer, ele assobiou de novo.
Os Bororos responderam Ð Gigi gigi gigi
Rapidamente ele saiu, observou: Ah! Tinha muita casa branquejando na beira da aldeia. 
Pegou sua esteira, pegou o fogo. Estendeu sua esteira, avivou o fogo, e apenas sentou, chegou um outro homem, dizendo: - Eu cheguei. Eu vim para me esquentar.
E acrescentou: - Sou eu, Barameri81, que cheguei. Eu, Barameri, cheguei."	0.826	substantive-or-segmentation	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure:] -> [enojagodyre:] | replace: [tugudawu] -> [tugudawy] | replace: [joruji,] -> [joru ji,] | replace: [tugudawu] -> [tugudawy] | replace: [tu...je, dukeje] -> [ty...je, dykeje] | replace: [imedu aregodure. Akore Itaregodu!] -> [imedy aregodyre. Akore: Itaregody!] | replace: [Akore] -> [Akore:]
BOR-CORBO-HM001-u115	Boecodure pugeje, barogwa kododure, ocagodure pugeje. Boe enojagodure: gigi gigi gigi! Ure tuiebu. A! Oinore bai gigadure ba okwaji! Wo!.. Ure tugeregu tugudawu kodoji, joruji, ure tugudawu kodo baado, ure jorugo. Dukeje icare ia imedu aregodure, akore Itaregodu! Iwo itowarudore iroino. Akore Aromerere (Bok. Ec. Ceb.) imire itaregodure. Aromerere imire itaregodure.	Boecodure pugeje, barogwa kododure, ocagodyre pugeje. Boe enojagodyre: gigi gigi gigi! Ure tuiebu. A! Oinore bai gigadure ba okwaji! Wo!.. Ure tugeregu tugudawy kodoji, joru ji, ure tugudawy kodo baado, ure jorugo. Dykeje icare ia imedy aregodyre, akore: Itaregody! Iwo itowarudore iroino. Akore: Aromerere (Bok. Ec. Ceb.) imire itaregodyre. Aromerere imire itaregodyre.		"Anoiteceu de novo. Ao amanhecer, ele assobiou.
Os Bororos responderam Ð Gigi gigi gigi
Ele saiu: Ah! Tinha muita casa branquejando na beira da aldeia. 
Pegou sua esteira e o fogo. Estendeu a esteira e avivou o fogo. Nisso chegou um outro homem dizendo: - Eu cheguei. Eu vim para me esquentar.
E acrescentou: - Sou eu, Aromerere82, que cheguei. Eu Aromerere, cheguei."	0.841	substantive-or-segmentation	replace: [ocagodure] -> [ocagodyre] | replace: [enojagodure:] -> [enojagodyre:] | replace: [tugudawu] -> [tugudawy] | replace: [joruji,] -> [joru ji,] | replace: [tugudawu] -> [tugudawy] | replace: [Dukeje] -> [Dykeje] | replace: [imedu aregodure, akore Itaregodu!] -> [imedy aregodyre, akore: Itaregody!] | replace: [Akore] -> [Akore:]
BOR-CORBO-HM001-u116	Icare boecodure pugeje, barogwa kododure. Ocagodure, ure tuiebu. A! Oinore bai gigadure ba okwaji! Icare ure tugeragu tugudawu kodoji. Ure tugeragu joruji. Ure baado, ure jorugo. Dukeje icare ia imedu aregodure, akore Itaregodu. Iwo itowarudore iroino. Akore Inokuri (Bok. Ec. Ceb.) imire iroino. Inokuri imire itaregodure iroino	Icare boecodure pugeje, barogwa kododure. Ocagodyre, ure tuiebu. A! Oinore bai gigadure ba okwaji! Icare ure tugeragu tugudawy kodoji. Ure tugeragu joru ji. Ure baado, ure jorugo. Dukeje icare ia imedy aregodyre, akore: Itaregody. Iwo itowarudore iroino. Akore: Inokuri (Bok. Ec. Ceb.) imire iroino. Inokuri imire itaregodyre iroino		"Anoiteceu de novo e amanheceu.
Ele assobiou e saiu: Ah! Tinha muita casa branquejando na beira da aldeia!
Pegou sua esteira, pegou o fogo. Estendeu a esteira e avivou o fogo. Então um outro homem chegou dizendo: - Eu cheguei. Eu vim para me esquentar.
E acrescentou: - Sou eu, Inokuri83, que estou chegando. Eu Inokuri cheguei."	0.902	orthographic/editorial	replace: [Ocagodure,] -> [Ocagodyre,] | replace: [tugudawu] -> [tugudawy] | replace: [joruji.] -> [joru ji.] | replace: [imedu aregodure, akore Itaregodu.] -> [imedy aregodyre, akore: Itaregody.] | replace: [Akore] -> [Akore:] | replace: [itaregodure] -> [itaregodyre]
BOR-CORBO-HM001-u117	Icare boecodure, barogwa kododure, ocagodure. Boe enojagodure: gigi gigi! Ure tuiebu: Oinore bai gigadure ba okwaji!. Ure tugeragu tugudawu kodoji, ure tugeragu joruji, ure baado tuÉ ba oiadoda. Ure jorugo tu.. Dukeje icare ia imedu aregodure. Akore Itaregodu. Iwo itowarudore iroino. Akore Torobaru (Kie Kuj.) imire iroino, imire itaregodure.	Icare boecodure, barogwa kododure, ocagodyre. Boe enojagodyre: gigi gigi! Ure tuiebu: Oinore bai gigadure ba okwaji!. Ure tugeragu tugudawy kodoji, ure tugeragu joru ji, ure baado tuÉ ba oiadoda. Ure jorugo tu.. Dykeje icare ia imedy aregodyre. Akore: Itaregody. Iwo itowarudore iroino. Akore: Torobaru (Kie Kuj.) imire iroino, imire itaregodyre.		"Anoiteceu, amanheceu, ele assobiou e os Bororo responderam: - gig gigi!
Ele saiu: Tinha muita casa branquejando na beira da aldeia!
Pegou sua esteira, pegou o fogo, estendeu a esteira no meio da aldeia e acendeu o fogo.
Logo um outro homem chegou dizendo: - Eu cheguei. Eu vim para me esquentar.
E acrescentou: Sou eu, Torobaru84, que estou chegando. Eu Torobaru cheguei."	0.868	orthographic/editorial	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure:] -> [enojagodyre:] | replace: [tugudawu] -> [tugudawy] | replace: [joruji,] -> [joru ji,] | replace: [Dukeje] -> [Dykeje] | replace: [imedu aregodure. Akore Itaregodu.] -> [imedy aregodyre. Akore: Itaregody.] | replace: [Akore] -> [Akore:] | replace: [itaregodure.] -> [itaregodyre.]
BOR-CORBO-HM001-u118	Boecodure pugeje,barogwa kododure, ocagodure. Boe enojagodure: gigi gigi gigi! Ure tuiebu: oinore bai gigadure! Ure tugeragu tugudawu kodoji, ure tugeragu joruji ta! Kodo tabo ba oiado. Ure tugudawu kodo baado. Ure jorugo. Icare ia imedu aregodure, akore Itaregodu. Iwo itowarudore iroino. Akore Kudoro (Kiedu Boiad.) imire iroino. Kudoro imire itaregodure.	Boecodure pugeje,barogwa kododure, ocagodyre. Boe enojagodyre: gigi gigi gigi! Ure tuiebu: oinore bai gigadure! Ure tugeragu tugudawy kodoji, ure tugeragu joru ji ta! Kodo tabo ba oiado. Ure tugudawy kodo baado. Ure jorugo. Icare ia imedy aregodyre, akore: Itaregody. Iwo itowarudore iroino. Akore: Kudoro (Kiedy Boiad.) imire iroino. Kudoro imire itaregodyre.		"Anoiteceu de novo, amanheceu, ele assobiou. Os Bororo responderam: 
- Gigi gigi gigi! Ele saiu. Tinha muita casa branquejando!
Pegou logo sua esteira e o fogo. Levou-os para o centro da aldeia. Estendeu sua esteira e acendeu o fogo.
Logo um outro homem apareceu dizendo: - Eu cheguei. Eu vim para me esquentar.
E acrescentou: - Sou eu, Kudoro85, que estou chegando. Eu Kudoro cheguei."	0.943	orthographic/editorial	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure:] -> [enojagodyre:] | replace: [tugudawu] -> [tugudawy] | replace: [joruji] -> [joru ji] | replace: [tugudawu] -> [tugudawy] | replace: [imedu aregodure, akore Itaregodu.] -> [imedy aregodyre, akore: Itaregody.] | replace: [Akore] -> [Akore:] | replace: [(Kiedu] -> [(Kiedy]
BOR-CORBO-HM001-u119	Boecodure pugeje, barogwa kododure; ocagodure. Boe egore: gigi gigi gigi! Ure tuiebu ta! Aiwore tu... Oinore bai gigadure ba okwaji! Wo! Ure tugeragu tugudawu kodoji, joruji ta! Kodo tabo ba oiado. Dukeje icare ia imedu aregodure. Akore Itaregodu! Iwo itowarudore iroino. Akore Ki Bakororo (Kiedu Ceb.) imire iroino. Ki Bakororo imire itaregodure.	Boecodure pugeje, barogwa kododure; ocagodyre. Boe egore: gigi gigi gigi! Ure tuiebu ta! Aiwore ty... Oinore bai gigadure ba okwaji! Wo! Ure tugeragu tugudawy kodoji, joru ji ta! Kodo tabo ba oiado. Dykeje icare ia imedy aregodyre. Akore: Itaregody! Iwo itowarudore iroino. Akore: Ki Bakororo (Kiedy Ceb.) imire iroino. Ki Bakororo imire itaregodyre.		"Anoiteceu de novo e amanheceu; ele assobiou e os Bororo responderam: - gigi gigi gigi!
Saiu logo, observou: Tinha muita casa branquejando na beira da aldeia! Oh!
Pegou logo sua esteira e o fogo e foi com eles para o centro da aldeia.
Logo um outro homem chegou dizendo: - Eu cheguei. Eu vim para me esquentar.
E acrescentou: - Sou eu, Ki Bakororo86, que estou chegando. Eu Ki Bakororo cheguei."	0.941	orthographic/editorial	replace: [ocagodure.] -> [ocagodyre.] | replace: [tu...] -> [ty...] | replace: [tugudawu] -> [tugudawy] | replace: [joruji] -> [joru ji] | replace: [Dukeje] -> [Dykeje] | replace: [imedu aregodure. Akore Itaregodu!] -> [imedy aregodyre. Akore: Itaregody!] | replace: [Akore] -> [Akore:] | replace: [(Kiedu] -> [(Kiedy]
BOR-CORBO-HM001-u120	Boecodure, barogwa kododure; ocagodure. Boe enojagodure. Ure tuiebu, aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kodoji, ure tugeragu joruji, kodo tabo ba oiado. Ure tugudawu kodo bu tu...Ure jorugo tu... Dukeje icare ia imedu aregodure. Akore Itaregodu! Iwo itowarudore iroino. Akore Uwaborewu (Bad. Cob) imire iroino. Uwaborewu imire itaregodure.	Boecodure, barogwa kododure; ocagodyre. Boe enojagodyre. Ure tuiebu, aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawy kodoji, ure tugeragu joru ji, kodo tabo ba oiado. Ure tugudawy kodo bu ty...Ure jorugo ty... Dykeje icare ia imedy aregodyre. Akore: Itaregody! Iwo itowarudore iroino. Akore: Uwaborewy (Bad. Cob) imire iroino. Uwaborewy imire itaregodyre.		"Anoiteceu, amanheceu, ele assobiou e os Bororo responderam.
Saiu, observou: Quantas casas branquejando na beira da aldeia!
Pegou sua esteira, pegou o fogo e levou-os para o centra da aldeia. Estendeu sua esteira e avivou o fogo. Aí um outro homem chegou dizendo: - Eu cheguei. Eu vim para me esquentar. E acrescentou: - Sou eu, Uwaborewu87, que estou chegando. Eu Uwaborewu cheguei."	0.840	substantive-or-segmentation	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure.] -> [enojagodyre.] | replace: [tugudawu] -> [tugudawy] | replace: [joruji,] -> [joru ji,] | replace: [tugudawu] -> [tugudawy] | replace: [tu...Ure] -> [ty...Ure] | replace: [tu... Dukeje] -> [ty... Dykeje] | replace: [imedu aregodure. Akore Itaregodu!] -> [imedy aregodyre. Akore: Itaregody!]
BOR-CORBO-HM001-u121	Boecodure pugeje, barogwa kododure; ocagodure pugeje. Boe enojagodure gigi gigi gigi! Ba okwaji. Ure tuiebu. Aiwore tu... Oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kodoji, ure tugeragu joruji, kodo tabo ba oiado. Ure bado. Ure jorugo. Dukeje icare ia imedu aregodure, akore Itaregodu! Iwo itowarudore iroino. Akore Oca Kudurewu (Bad. Cob) imire iroino. Oca Kudurewu imire itaregodure.	Boecodure pugeje, barogwa kododure; ocagodyre pugeje. Boe enojagodyre gigi gigi gigi! Ba okwaji. Ure tuiebu. Aiwore ty... Oinore bai gigadure ba okwaji! Ure tugeragu tugudawy kodoji, ure tugeragu joru ji, kodo tabo ba oiado. Ure bado. Ure jorugo. Dykeje icare ia imedy aregodyre, akore: Itaregody! Iwo itowarudore iroino. Akore: Oca Kudurewy (Bad. Cob) imire iroino. Oca Kudurewy imire itaregodyre.		"Anoiteceu de novo, amanheceu, ele assobiou de novo. Os Bororos assobiaram: - gigi gigi gigi! na beira da aldeia.
Saiu, observou: Quantas casas branquejando na beira da aldeia!
Pegou sua esteira, pegou o fogo e levou-os para o centro da aldeia. Estendeu a esteira e avivou o fogo. Aí chegou um outro homem dizendo: - Eu cheguei. Eu vim para me esquentar. E acrescentou: - Sou eu, Oca Kudurewu88, que estou chegando. Eu Oca Kudurewu cheguei."	0.943	orthographic/editorial	replace: [ocagodure] -> [ocagodyre] | replace: [enojagodure] -> [enojagodyre] | replace: [tu...] -> [ty...] | replace: [tugudawu] -> [tugudawy] | replace: [joruji,] -> [joru ji,] | replace: [Dukeje] -> [Dykeje] | replace: [imedu aregodure, akore Itaregodu!] -> [imedy aregodyre, akore: Itaregody!] | replace: [Akore] -> [Akore:]
BOR-CORBO-HM001-u122	Boecodure pugeje, barogwa kododure; ocagodure. Boe enojagodure: - gigi gigi gigi! Ure tuiebu, aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kodoji, ure tugeragu joruji, kodo tabo ba oiado. Ure bado, ure jorugo. Dukeje icare ia imedu aregodure, akore Itaregodu! Iwo itowarudore iroino. Akore Arua (Bad. Ceb.) imire iroino. Arua imire itaregodure.	Boecodure pugeje, barogwa kododure; ocagodyre. Boe enojagodyre: - gigi gigi gigi! Ure tuiebu, aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawy kodoji, ure tugeragu joru ji, kodo tabo ba oiado. Ure bado, ure jorugo. Dykeje icare ia imedy aregodyre, akore: Itaregody! Iwo itowarudore iroino. Akore: Arua (Bad. Ceb.) imire iroino. Arua imire itaregodyre.		"Anoiteceu de novo e amanheceu; assobiou e os Bororo responderam: - gigi gigi gigi!
Saiu, observou: Tinha muitas casas branquejando na beira da aldeia!
Pegou sua esteira, pegou o fogo, e foi com eles para o centro da aldeia. Estendeu esteira e avivou o fogo. Nisso chegou um outro homem dizendo: - Eu cheguei. Eu vim para me esquentar. E acrescentou: - Sou eu, Arua89, que estou chegando. Eu Arua cheguei."	0.849	substantive-or-segmentation	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure:] -> [enojagodyre:] | replace: [tugudawu] -> [tugudawy] | replace: [joruji,] -> [joru ji,] | replace: [Dukeje] -> [Dykeje] | replace: [imedu aregodure, akore Itaregodu!] -> [imedy aregodyre, akore: Itaregody!] | replace: [Akore] -> [Akore:] | replace: [itaregodure.] -> [itaregodyre.]
BOR-CORBO-HM001-u123	Boecodure pugeje, barogwa kododure; ocagodure. Boe enojagodure gigi gigi gigi! Ure tuiebu ta! Aiwore: Oinore bai gigadure ba okwaji. Ure tugeragu tugudawo kodoji, joruji tu! Ure tugudawu kodo bado, ure jorugo tu... Dukeje ia imedu aregodure, akore Itaregodu! Iwo itowarudore iroino. Akore Bakorokudu (Bad. Boiad.) imire iroino. Bakorokudu imire itaregodure.	Boecodure pugeje, barogwa kododure; ocagodyre. Boe enojagodyre gigi gigi gigi! Ure tuiebu ta! Aiwore: Oinore bai gigadure ba okwaji. Ure tugeragu tugudawo kodoji, joru ji tu! Ure tugudawy kodo bado, ure jorugo ty... Dykeje ia imedy aregodyre, akore: Itaregody! Iwo itowarudore iroino. Akore: Bakorokudu (Bad. Boiad.) imire iroino. Bakorokudu imire itaregodyre.		"Anoiteceu de novo e amanheceu; assobiou e os Bororo assobiaram: - Gigi gigi gigi!
Saiu, observou: Muitas casas branquejavam na beira da aldeia!
Pegou logo sua esteira e o fogo. Estendeu sua esteira e avivou o fogo. Aí chegou um outro homem dizendo: - Eu cheguei. Eu vim para me esquentar.
E acrescentou: - Sou eu, Bakoro Kudu90, que cheguei. Eu Bakoro Kudu cheguei."	0.943	orthographic/editorial	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure] -> [enojagodyre] | replace: [joruji] -> [joru ji] | replace: [tugudawu] -> [tugudawy] | replace: [tu... Dukeje] -> [ty... Dykeje] | replace: [imedu aregodure, akore Itaregodu!] -> [imedy aregodyre, akore: Itaregody!] | replace: [Akore] -> [Akore:] | replace: [itaregodure.] -> [itaregodyre.]
BOR-CORBO-HM001-u124	Boecodure, barogwa kododure; ocagodure. Boe enojagodure: - gigi gigi gigi! Ba okwaji. Ure tuiebu, aiwore tu... Oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kodoji ta! Ure tugerago joruji tu... Kodo tabo ba oiado. Ure bado. Ure jorugo. Dukeje icare ia imedu aregodure. Akore - Ikuira (Bad. Ceb.) imire itaregodure. Ikuira imire iroino.	Boecodure, barogwa kododure; ocagodyre. Boe enojagodyre: - gigi gigi gigi! Ba okwaji. Ure tuiebu, aiwore ty... Oinore bai gigadure ba okwaji! Ure tugeragu tugudawy kodoji ta! Ure tugerago joru ji ty... Kodo tabo ba oiado. Ure bado. Ure jorugo. Dykeje icare ia imedy aregodyre. Akore - Ikuira (Bad. Ceb.) imire itaregodyre. Ikuira imire iroino.		"Anoiteceu e amanheceu; assobiou e os Bororo responderam: - gigi gigi gigi! Na beira da aldeia.
Saiu, observou: Tinha muitas casas branquejando na beira da aldeia!
Pegou sua esteira, pegou o fogo, e foi com eles para o centro da aldeia. Estendeu a esteira e avivou o fogo. Logo chegou um outro homem dizendo: - Sou eu, Ikuira91, que estou chegando. Eu Ikuira cheguei."	0.940	orthographic/editorial	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure:] -> [enojagodyre:] | replace: [tu...] -> [ty...] | replace: [tugudawu] -> [tugudawy] | replace: [joruji tu...] -> [joru ji ty...] | replace: [Dukeje] -> [Dykeje] | replace: [imedu aregodure.] -> [imedy aregodyre.] | replace: [itaregodure.] -> [itaregodyre.]
BOR-CORBO-HM001-u125	Boecodure, barogwa kododure; ocagodure. Boe enojagodure: - gigi gigi gigi! Ure tuiebu, aiwore tuÉ Oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kodoji ta! Ure tugeragu joruji ta! Kodo tabo ba oiado. Ure tugudawu kodo baado. Ure jorugo tu. Dukeje icare ia imedu aregodure, akore Itaregodu! Iwo itowarudore iroino. Akore Mano Kurirewu (Ar. Ceb) imire iroino. Mano Kurirewu imire itaregodure.	Boecodure, barogwa kododure; ocagodyre. Boe enojagodyre: - gigi gigi gigi! Ure tuiebu, aiwore tuÉ Oinore bai gigadure ba okwaji! Ure tugeragu tugudawy kodoji ta! Ure tugeragu joru ji ta! Kodo tabo ba oiado. Ure tugudawy kodo baado. Ure jorugo tu. Dykeje icare ia imedy aregodyre, akore: Itaregody! Iwo itowarudore iroino. Akore: Mano Kurirewy (Ar. Ceb) imire iroino. Mano Kurirewy imire itaregodyre.		"Anoiteceu e amanheceu; ele assobiou e os Bororo responderam: - gigi gigi gigi!
Saiu logo e observou: Tinha muitas casas branquejando na beira da aldeia!
Pegou a sua esteira, pegou o fogo e foi com eles para o centro da aldeia. Estendeu sua esteira e avivou o fogo. Logo chegou um outro homem dizendo: - Eu cheguei. Eu vim para me esquentar. E acrescentou: - Sou eu, Mano Kurirewu92, que estou chegando. Eu Mano Kurirewu cheguei."	0.870	orthographic/editorial	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure:] -> [enojagodyre:] | replace: [tugudawu] -> [tugudawy] | replace: [joruji] -> [joru ji] | replace: [tugudawu] -> [tugudawy] | replace: [Dukeje] -> [Dykeje] | replace: [imedu aregodure, akore Itaregodu!] -> [imedy aregodyre, akore: Itaregody!] | replace: [Akore] -> [Akore:]
BOR-CORBO-HM001-u126	Icare boecodure, barogwa kododure; ocagodure. Boe enojagodure: - gigi gigi gigi! Ure tuiebu ta! Aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kodoji, ure tugeragu joriji ta! Kodo tabo, ure bu ba oiadoda, ure jorugo tu... Dukeje icare ia imedu aregodure, akore Itaregodu! Iwo itowarudore iroino. Akore Tadugo (Iw. Ceb.) oinore ikiere. Tadugo, oinore itagarure. Tadugo imire itaregodure.	Icare boecodure, barogwa kododure; ocagodyre. Boe enojagodyre: - gigi gigi gigi! Ure tuiebu ta! Aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawy kodoji, ure tugeragu joriji ta! Kodo tabo, ure bu ba oiadoda, ure jorugo ty... Dykeje icare ia imedy aregodyre, akore: Itaregody! Iwo itowarudore iroino. Akore: Tadugo (Iw. Ceb.) oinore ikiere. Tadugo, oinore itagarure. Tadugo imire itaregodyre.		"Depois aniteceu e amanheceu; assobiou e os Bororo assobiaram: - gigi gigi gigi!
Saiu logo, observou: - Tinha muita casa branquejando na beira da aldeia!
Pegou logo sua esteira e o fogo. Foi com eles, estendeu a esteira no centro da aldeia e avivou o fogo. Aí um outro homem chegou e disse: - Eu cheguei. Eu vim para me esquentar. E acrescentou. Ð Sou eu Tadugo93, que estou chegando. Eu Tadugo cheguei."	0.928	orthographic/editorial	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure:] -> [enojagodyre:] | replace: [tugudawu] -> [tugudawy] | replace: [tu... Dukeje] -> [ty... Dykeje] | replace: [imedu aregodure, akore Itaregodu!] -> [imedy aregodyre, akore: Itaregody!] | replace: [Akore] -> [Akore:] | replace: [itaregodure.] -> [itaregodyre.]
